filepath,class_name
data\raw\casting_data\train\ok_front\cast_ok_0_3853.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3858.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3859.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3861.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3865.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3872.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3880.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3889.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3898.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_39.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3902.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3907.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_392.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3932.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3933.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3938.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3951.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3957.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3960.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3961.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3962.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3967.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3975.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_398.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3985.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3989.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3991.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_40.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4005.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4006.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4007.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4009.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4010.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4012.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4015.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4016.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4029.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4030.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4034.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4037.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4042.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4045.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4046.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4048.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4052.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4068.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4074.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4075.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4087.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4088.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4089.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4091.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_411.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4111.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4112.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4114.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4120.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4123.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4128.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_413.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4130.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4132.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4140.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4141.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4142.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4149.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_415.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4152.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4154.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4155.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4160.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4169.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4170.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4175.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4179.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_418.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4183.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4192.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4197.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4202.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4205.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4206.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4208.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4213.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4214.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4219.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4228.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4236.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4238.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_424.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4246.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_425.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_426.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4266.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_427.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4281.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4291.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_430.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4308.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4313.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4319.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4320.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4321.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4325.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4337.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4343.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4348.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_435.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4350.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4351.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4354.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4362.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4368.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4371.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4373.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4379.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4380.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4389.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4393.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_440.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4401.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4402.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4403.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4405.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4411.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4418.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4420.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4421.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4427.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4428.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4437.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4440.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4454.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4462.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4464.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4470.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4471.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4483.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4487.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4491.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4495.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_45.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_450.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4502.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4512.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4513.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4518.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4519.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_452.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4528.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4529.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4534.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4557.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4560.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4563.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4566.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4569.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4570.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4574.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4597.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_46.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4601.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4619.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4621.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4623.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4624.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_463.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4632.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4637.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4642.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4644.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4647.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_465.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4657.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4658.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_466.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4665.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_467.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4671.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4678.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4680.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4685.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4689.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4698.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4708.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4718.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_472.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4725.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4727.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4729.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4735.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4737.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4739.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_474.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4743.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4748.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4749.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4750.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4751.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4752.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4755.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4757.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4760.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4769.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4772.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4779.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4780.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4781.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4783.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_480.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4816.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_482.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4821.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4825.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4837.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4839.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4854.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4859.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4868.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4869.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4872.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4875.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4880.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4885.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4886.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4888.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4891.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4904.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4905.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4907.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_491.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4912.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4921.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4923.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4927.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4931.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4934.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4938.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4949.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4954.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4955.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4957.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4959.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4963.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_497.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4970.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4972.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4973.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4975.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4976.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4986.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4989.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4990.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4993.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_4994.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5003.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5006.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5007.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5008.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_501.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5012.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5013.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5021.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5023.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_503.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5031.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5032.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5035.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5044.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5048.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_505.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5050.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5057.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_507.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5071.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5073.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5074.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5078.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5079.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5084.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5086.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5094.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5097.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5102.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5109.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_511.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5110.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5116.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5118.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5125.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5129.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5153.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5155.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5158.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5164.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5167.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5168.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5194.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5201.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5203.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5205.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5220.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5223.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5226.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5228.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5237.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5238.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5244.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5249.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5250.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5257.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5258.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5260.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5263.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5268.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5270.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5278.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5280.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5283.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5288.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_529.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5293.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5303.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5307.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5309.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5314.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_532.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5320.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5323.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5325.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5326.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5330.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5332.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5335.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5339.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5341.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5346.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5349.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5351.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5364.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5366.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5367.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5375.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5376.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5379.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5388.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_539.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5392.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5398.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5399.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_540.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5408.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_541.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5413.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5425.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5427.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5431.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5433.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5447.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_545.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5457.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5458.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5462.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5464.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5465.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5469.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5470.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5480.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5481.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5488.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5495.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5496.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_55.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5500.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5505.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5515.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5519.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_552.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5521.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5522.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5525.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_553.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5531.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5533.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5535.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5536.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5541.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5542.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_5544.jpeg,normal
